improve their understanding of mathematics < s > work better at group activities,['send tasks to other groups'],"{'Bleu_1': 7.692307691715977e-17, 'Bleu_2': 8.006407689612819e-17, 'Bleu_3': 8.352713247389653e-17, 'Bleu_4': 8.737167850948829e-17, 'ROUGE_L': 0.0, 'CIDEr': 0.0}"
the boy didn ' t put faith in love . < s > the boy told a lie about his father .,"[""the girl told the boy that his father was not right . [ sep ] the boy shouldn ' t stay with the girl beneath the lemon tree .""]","{'Bleu_1': 0.363735254479075, 'Bleu_2': 0.22450227306149814, 'Bleu_3': 1.2238897393636651e-06, 'Bleu_4': 2.8944907642643097e-09, 'ROUGE_L': 0.22961104140526978, 'CIDEr': 0.0}"
he wins the lottery < s > he loses his lottery ticket < s > he buys the lottery ticket,"[""he can ' t find the lottery in his box [ sep ] he can ' t find his money in his pockets""]","{'Bleu_1': 0.21517699408474678, 'Bleu_2': 0.09872997601989757, 'Bleu_3': 7.753428659101572e-07, 'Bleu_4': 2.2040531997724333e-09, 'ROUGE_L': 0.22966867469879518, 'CIDEr': 0.0}"
the elephants can learn from each other when they are in danger < s > the kenyan wildlife service didn ' t protect the elephants enough < s > kimani has been shot by the farmers three times,['the text messages are of little help to the wildlife protectors [ sep ] a mobile phone sim card has been put in all the elephants [ sep ] the project has been introduced to all parts of the country'],"{'Bleu_1': 0.24966565262276427, 'Bleu_2': 0.11315265096514165, 'Bleu_3': 6.96182529201268e-07, 'Bleu_4': 1.7390454327115115e-09, 'ROUGE_L': 0.2297071129707113, 'CIDEr': 0.0}"
touch your nose . < s > open your arms . < s > wink your hands .,['smile while making eye contact . [ sep ] relax your hands with the palms showing .'],"{'Bleu_1': 0.22222222220987659, 'Bleu_2': 0.11433239008846735, 'Bleu_3': 9.348448230785222e-07, 'Bleu_4': 2.7166383721925094e-09, 'ROUGE_L': 0.2297551789077213, 'CIDEr': 0.0}"
because einstein did more important things than any other scientist . < s > because einstein was born more than 2 0 0 years ago . < s > because education is different from physics .,"[""because the study of physics is not enough . [ sep ] because people don ' t work hard any more . [ sep ] because physics is getting more and more difficult .""]","{'Bleu_1': 0.305555555547068, 'Bleu_2': 2.9546842013431482e-09, 'Bleu_3': 6.355958813447927e-12, 'Bleu_4': 2.9700059595738456e-13, 'ROUGE_L': 0.2297551789077213, 'CIDEr': 0.0}"
one sells much while the other doesn ' t < s > one sells much while the other sells nothing < s > the goods on ebay are sold through an auction,"[""one was opened 1 0 years earlier than the other [ sep ] one operates online but the other doesn ' t""]","{'Bleu_1': 0.28124999999121103, 'Bleu_2': 0.2129856878358862, 'Bleu_3': 0.16553898215115095, 'Bleu_4': 0.13299435569869233, 'ROUGE_L': 0.22989949748743718, 'CIDEr': 0.0}"
how to sell hardback novels . < s > a follow - up to the cuckoo ' s calling . < s > the secret of the cuckoo ' s calling .,"[""new challenges are coming for rowling ' s career . [ sep ] rowling ' s creativity leads to another legend .""]","{'Bleu_1': 0.2187499999931641, 'Bleu_2': 0.11879774082410059, 'Bleu_3': 7.777351060140797e-07, 'Bleu_4': 2.006893275222866e-09, 'ROUGE_L': 0.22989949748743718, 'CIDEr': 0.0}"
they have been musicians for 2 0 years . < s > they have been musicians for 2 0 years .,['they have fixed 4 5 0 instruments in the past 2 0 years . [ sep ] jernigan used to play in an army band . [ sep ] west was trained to play the piano .'],"{'Bleu_1': 0.17781961204084823, 'Bleu_2': 0.1288425495471054, 'Bleu_3': 0.09343322231426003, 'Bleu_4': 0.06781645914483946, 'ROUGE_L': 0.22994076467420566, 'CIDEr': 0.0}"
jenny found the idea from the hospital < s > jenny ' s friends wanted to help the patients in hospital < s > the north shore medical centre is next door to her school,"[""in half a year jenny and her friends bought 1 , 2 5 0 books [ sep ] the north shore medical centre is far from jenny ' s school [ sep ] steven had a different opinion from frank and john""]","{'Bleu_1': 0.3508846084419418, 'Bleu_2': 0.24319927304188263, 'Bleu_3': 0.19431540747662088, 'Bleu_4': 0.15404887221994426, 'ROUGE_L': 0.2299958106409719, 'CIDEr': 0.0}"
forgetting bad experiences helps humanity avoid mistakes . < s > people prefer to remember bad events in their life . < s > experiencing bad events makes us different from others .,"[""some memories can ruin people ' s lives . [ sep ] people want to get rid of bad memories . [ sep ] the pill will reduce people ' s sufferings from bad memories .""]","{'Bleu_1': 0.27669718673543126, 'Bleu_2': 2.8098732143653836e-09, 'Bleu_3': 6.149552017188321e-12, 'Bleu_4': 2.900560755929256e-13, 'ROUGE_L': 0.23008015087223013, 'CIDEr': 0.0}"
the city editor monitors the local general assignment < s > the editor makes decisions for the newspaper only at home < s > the editor is a spokesperson for the newspaper,"['the managing editor is mainly responsible for laying out pages of the paper [ sep ] the copy editor is often the first person to see the story [ sep ] the state editor supervises the local general assignment , beat and specialty reporters']","{'Bleu_1': 0.3006890594522574, 'Bleu_2': 0.16329682722088285, 'Bleu_3': 0.10690580001722656, 'Bleu_4': 0.07335611855614592, 'ROUGE_L': 0.2302852348993289, 'CIDEr': 0.0}"
long jeans are usually two pieces . < s > people in the us like wearing long underwear at the beginning . < s > short pants are popular among people .,['long johns first appeared in the us in the 1 7 thcentury . [ sep ] we can read about long johns and sullivan in history books . [ sep ] long johns in western countries are as popular as qiuku in china .'],"{'Bleu_1': 0.23625568956963083, 'Bleu_2': 0.1023517031026694, 'Bleu_3': 0.062144517519997555, 'Bleu_4': 8.684353799990107e-06, 'ROUGE_L': 0.2302852348993289, 'CIDEr': 0.0}"
students should talk everything about the things that are really important to you . < s > it ' s not a good idea to have a roommate in college . < s > students should choose what their roommate likes and dislikes .,['it is really a worrying thing to have a roommate . [ sep ] it is difficult to get along well with a roommate . [ sep ] it is your duty to help your roommate in his or her daily life .'],"{'Bleu_1': 0.2954545454478306, 'Bleu_2': 0.16578342426777695, 'Bleu_3': 0.10938412714447902, 'Bleu_4': 0.07516571016334685, 'ROUGE_L': 0.23036253776435045, 'CIDEr': 0.0}"
the bar - tailed godwits ' journey from alaska to new zealand . < s > how the bar - tailed godwits make the most use of its fuel . < s > why the bar - tailed godwits can fly so fast .,"[""birds and airplanes that can fly over a long distance . [ sep ] reasons for the bar - tailed godwit ' s long - distance flight . [ sep ] an introduction to long - distance flights of birds and humans .""]","{'Bleu_1': 0.340909090901343, 'Bleu_2': 0.17807996398101744, 'Bleu_3': 0.11472822500028991, 'Bleu_4': 0.07790345908043068, 'ROUGE_L': 0.23036253776435045, 'CIDEr': 0.0}"
the disadvantages of using mobile phones < s > why mobile phones are so popular in schools < s > how to deal with the problems caused by mobile phones,['mobile phones begin to be widely used in schools [ sep ] too much use of mobile phones in schools can cause problems [ sep ] the mobile phone is considered the most annoying invention of recent years'],"{'Bleu_1': 0.3063713353254348, 'Bleu_2': 0.15580441577972332, 'Bleu_3': 8.724285655698742e-07, 'Bleu_4': 2.0833080945960325e-09, 'ROUGE_L': 0.23040604343720492, 'CIDEr': 0.0}"
"becausekenneth arnold thought the words "" flying saucer "" is very clear . < s > becausekenneth arnold saw nine shiny , round objects flying in the sky .",['because the ufo that kenneth arnold saw was flat . [ sep ] because kenneth arnold told the newspaper that what he had seen in the sky was round . [ sep ] because what kenneth arnold saw was pie plates flying in the air .'],"{'Bleu_1': 0.21106113380267563, 'Bleu_2': 0.12952747609328674, 'Bleu_3': 0.08843032187487432, 'Bleu_4': 1.1029630467231563e-05, 'ROUGE_L': 0.23057538849223014, 'CIDEr': 0.0}"
the swallow was too polite to make personal remarks out loud . < s > the prince died in the great hall in the evening . < s > the rain hasn ' t stopped the rain off the city .,"[""the swallow flew away immediately he found it was raining . [ sep ] the prince lived happily because he didn ' t know what tears were . [ sep ] the swallow had wanted to find a good chimney - pot but failed .""]","{'Bleu_1': 0.2654771801208142, 'Bleu_2': 0.13438757987066519, 'Bleu_3': 7.489068825957062e-07, 'Bleu_4': 1.7794361897135974e-09, 'ROUGE_L': 0.23062381852551983, 'CIDEr': 0.0}"
tell the history of diving . < s > advise people not to go diving . < s > tell about a famous diving legend .,['advertise some popular diving sites . [ sep ] describe how to dive underwater . [ sep ] warn people against diving in the sea .'],"{'Bleu_1': 0.3076923076686391, 'Bleu_2': 3.508232076955554e-09, 'Bleu_3': 8.004271222820585e-12, 'Bleu_4': 3.8641981488296793e-13, 'ROUGE_L': 0.23076923076923084, 'CIDEr': 0.0}"
need to prove the theory about the brain is right < s > need to pay ps 1 2 0 for the early bird per month,['likely to be told the schedule for the event [ sep ] likely to enjoy a discount if they promise to come to the event early'],"{'Bleu_1': 0.2692307692100592, 'Bleu_2': 0.1037749043244917, 'Bleu_3': 7.655810008750589e-07, 'Bleu_4': 2.101654883989393e-09, 'ROUGE_L': 0.23076923076923084, 'CIDEr': 0.0}"
to become a kung fu fan < s > to learn kung fu,['to become the dragon warrior [ sep ] to become the dragon scroll'],"{'Bleu_1': 0.23076923073372793, 'Bleu_2': 0.1386750490345283, 'Bleu_3': 1.2046697091022047e-06, 'Bleu_4': 3.636227045901134e-09, 'ROUGE_L': 0.23076923076923084, 'CIDEr': 0.0}"
lighter in summer than in winter < s > the hottest in summer,['the same in different places [ sep ] different in the same place'],"{'Bleu_1': 0.23076923073372793, 'Bleu_2': 4.385290095846432e-09, 'Bleu_3': 1.204669709102205e-11, 'Bleu_4': 6.466227685952641e-13, 'ROUGE_L': 0.23076923076923084, 'CIDEr': 0.0}"
to tell people how to keep calm when they are in the theatre .,"['to criticize the people who might be a "" pain in the neck "" [ sep ] to show anger to those who are described as a "" pain in the neck "" . [ sep ] to tell people how to stop the pain in the neck .']","{'Bleu_1': 0.052768927679253716, 'Bleu_2': 0.040816368112341184, 'Bleu_3': 0.03245568950966428, 'Bleu_4': 0.026726581077797084, 'ROUGE_L': 0.23084200567644278, 'CIDEr': 0.0}"
kids are supposed to be simple and naughty < s > the police should take the kids away from their parents < s > teachers should ask their kids to do what they want them to do,['kids can call the police if they are angry with their parents [ sep ] parents should not care about scores any more [ sep ] kids should be allowed to watch cartoons'],"{'Bleu_1': 0.32432432431555885, 'Bleu_2': 0.13423121103912666, 'Bleu_3': 8.014559500904618e-07, 'Bleu_4': 1.9726044742773524e-09, 'ROUGE_L': 0.23095125414103176, 'CIDEr': 0.0}"
tourism is not a threat to the local economy . < s > the author thinks highly of the tourism . < s > it is necessary for people to take care of tourism .,['it is extremely important to develop tourism . [ sep ] building roads and hotels is important . [ sep ] support facilities are highly necessary .'],"{'Bleu_1': 0.2857142857061225, 'Bleu_2': 0.12964074470667444, 'Bleu_3': 7.985884624255978e-07, 'Bleu_4': 1.9973527828806605e-09, 'ROUGE_L': 0.23118570655116402, 'CIDEr': 0.0}"
they are enjoying a quiet time on the subway < s > they don ' t want to say anything to the subway,['they are going to work and have no time to communicate with each other [ sep ] they love reading books and do not want to be disturbed'],"{'Bleu_1': 0.24488284381685674, 'Bleu_2': 0.1338372225853805, 'Bleu_3': 8.82079165169991e-07, 'Bleu_4': 2.292293448561468e-09, 'ROUGE_L': 0.2312065698041693, 'CIDEr': 0.0}"
a one - to - one tutoring relationship is effective in a group < s > tutoring is an effective prevention tool for a youth to make up for lack of money < s > the frequency of tutoring matches with a youth ' s age,"[""among the boys employs a traditional tutoring model [ sep ] tutoring is effective only with elementary school - age boys [ sep ] tutoring prevents the youth ' s attention from wandering off""]","{'Bleu_1': 0.2826086956460303, 'Bleu_2': 0.15849534045439814, 'Bleu_3': 0.08295835031586613, 'Bleu_4': 1.0734404745305494e-05, 'ROUGE_L': 0.2312552653748947, 'CIDEr': 0.0}"
these dvds are good for their children ' s development < s > these dvds can help parents teach their children more < s > they believe they can teach their children some knowledge,"[""their children have great interest in these dvds [ sep ] they are sure that these dvds are beneficial to children [ sep ] these dvds are effective in improving children ' s cognitive skills""]","{'Bleu_1': 0.3427117241418773, 'Bleu_2': 0.24597810568319617, 'Bleu_3': 0.15427652633866937, 'Bleu_4': 1.841582263715178e-05, 'ROUGE_L': 0.23127962085308054, 'CIDEr': 0.0}"
the 2 0 - somethings ' high expectations < s > young people ' s new year ' s best expectations < s > why do the 2 0 - somethings feel sad ?,"[""how young people afford to continue their study [ sep ] why young people can ' t afford to buy a house [ sep ] what the 2 0 - somethings ' high expectations are""]","{'Bleu_1': 0.3427117241418773, 'Bleu_2': 0.2840310510618951, 'Bleu_3': 0.24489872020400338, 'Bleu_4': 0.21900227308729076, 'ROUGE_L': 0.23127962085308054, 'CIDEr': 0.0}"
students should learn how to pronounce every word < s > no word can be pronounce well without understanding the spelling < s > one can speak english as well as the phonetic alphabet,['it is not necessary to pronounce every word correctly [ sep ] the english phonetic alphabet is a must in teaching pronunciation [ sep ] students should pronounce every word as precisely as native speakers'],"{'Bleu_1': 0.39983034483219015, 'Bleu_2': 0.24253768301958295, 'Bleu_3': 0.15283460528340934, 'Bleu_4': 0.102833000858192, 'ROUGE_L': 0.23127962085308054, 'CIDEr': 0.0}"
"a pot made of clay , tools and materials to hunting . < s > a bronze knife and a bag .","['tools , a bone pin , a bow and a cushion stone [ sep ] a copper knife and two gold earrings . [ sep ] two pots , arrows and materials to make arrows .']","{'Bleu_1': 0.28866182261014917, 'Bleu_2': 0.1705809053640466, 'Bleu_3': 0.09165451695908292, 'Bleu_4': 1.2101374480183111e-05, 'ROUGE_L': 0.23131094257854823, 'CIDEr': 0.0}"
the cause of global warming . < s > the effects of global warming . < s > gases in the atmosphere .,"[""the earth ' s temperature .""]","{'Bleu_1': 0.1304347826030246, 'Bleu_2': 2.4349237676800977e-09, 'Bleu_3': 6.56020102469578e-12, 'Bleu_4': 3.446913316568276e-13, 'ROUGE_L': 0.23135271807838179, 'CIDEr': 0.0}"
to let jack do what he liked at that time < s > to let jack do what he liked at that time,['to let jack leave the university'],"{'Bleu_1': 0.1304347826030246, 'Bleu_2': 0.1088931012912521, 'Bleu_3': 0.08265335362556123, 'Bleu_4': 1.2962472879887341e-05, 'ROUGE_L': 0.23135271807838179, 'CIDEr': 0.0}"
how to make friends < s > that people like their friends < s > that family names their children after friends,['that people are all friends [ sep ] how to get to know friends'],"{'Bleu_1': 0.27272727271487607, 'Bleu_2': 0.16116459279757603, 'Bleu_3': 1.0910293277246604e-06, 'Bleu_4': 2.875338095984947e-09, 'ROUGE_L': 0.2314990512333966, 'CIDEr': 0.0}"
english language classes . < s > english entrance exams .,"[""ways to improve students ' english .""]","{'Bleu_1': 0.18181818180165296, 'Bleu_2': 4.26401432670519e-09, 'Bleu_3': 1.2641490044408468e-11, 'Bleu_4': 7.088856801504128e-13, 'ROUGE_L': 0.2314990512333966, 'CIDEr': 0.0}"
spent more than 1 0 5 days on the roller coaster,['broke his world record 1 5 times'],"{'Bleu_1': 0.18181818180165296, 'Bleu_2': 4.26401432670519e-09, 'Bleu_3': 1.2641490044408468e-11, 'Bleu_4': 7.088856801504128e-13, 'ROUGE_L': 0.2314990512333966, 'CIDEr': 0.0}"
the film rififi is a very good example of how to open a locked door < s > it is not necessary to show the details of criminals on the screen < s > children should not be allowed to get on crime,['the details of the criminal technique should be kept [ sep ] children should not imitate what they see on the screen [ sep ] it is dangerous to imitate what they see on the screen'],"{'Bleu_1': 0.34883720929421314, 'Bleu_2': 0.24112141107953186, 'Bleu_3': 0.16203281746698117, 'Bleu_4': 1.805873146015003e-05, 'ROUGE_L': 0.2315478700970055, 'CIDEr': 0.0}"
the maldives shouldn ' t be the only country to cut greenhouse emissions . < s > developing countries should help poor countries reduce greenhouse emissions . < s > it is right for countries to ask poor countries to cut emissions .,"['like the maldives , other island countries should take action . [ sep ] both the us and india should cut greenhouse emissions . [ sep ] world leaders should focus more on climate change .']","{'Bleu_1': 0.255813953482423, 'Bleu_2': 0.17451086522195614, 'Bleu_3': 0.1141029906527568, 'Bleu_4': 0.07806525322093243, 'ROUGE_L': 0.2315478700970055, 'CIDEr': 0.0}"
she didn ' t want to tell the truth < s > her father wasn ' t interested in her math,"[""her father wouldn ' t get her grade report [ sep ] her father got angry whenever she got a poor grade""]","{'Bleu_1': 0.27242770135504785, 'Bleu_2': 0.16117040163409802, 'Bleu_3': 1.092392631176492e-06, 'Bleu_4': 2.8826756042909387e-09, 'ROUGE_L': 0.231586940015186, 'CIDEr': 0.0}"
the princess ' brother . < s > the king,['the oldest brother [ sep ] the second brother [ sep ] the youngest brother'],"{'Bleu_1': 0.18195919787739828, 'Bleu_2': 3.5018063958486882e-09, 'Bleu_3': 9.759981887770491e-12, 'Bleu_4': 5.327524290418045e-13, 'ROUGE_L': 0.23164556962025318, 'CIDEr': 0.0}"
went to the cash - desk to pay his bill,['ran up to the room [ sep ] reported to the traveler in the room'],"{'Bleu_1': 0.18195919787739828, 'Bleu_2': 0.1107368413582706, 'Bleu_3': 9.759981887770488e-07, 'Bleu_4': 2.9958870694574585e-09, 'ROUGE_L': 0.23164556962025318, 'CIDEr': 0.0}"
it ' s a research center in antarctica . < s > it ' s for artists and writers . < s > it ' s a national museum of science .,['it only funds scientists in antarctica .'],"{'Bleu_1': 0.12499999999609379, 'Bleu_2': 0.08980265101053589, 'Bleu_3': 0.06453852269008914, 'Bleu_4': 9.812163258262417e-06, 'ROUGE_L': 0.23193916349809887, 'CIDEr': 0.0}"
how to express your opinions in pop music . < s > pop music is designed to make people succeed . < s > what your favorite music is .,['when music came into being . [ sep ] some basic information about music . [ sep ] how to like music .'],"{'Bleu_1': 0.26666666665777783, 'Bleu_2': 0.13561270071956377, 'Bleu_3': 8.692557381053913e-07, 'Bleu_4': 2.2208525930053597e-09, 'ROUGE_L': 0.23193916349809887, 'CIDEr': 0.0}"
the history of money < s > the making of money < s > how to make money,['how many kinds of money are there in the world [ sep ] money in different countries [ sep ] the use of money'],"{'Bleu_1': 0.31845836021963325, 'Bleu_2': 0.16384547461314386, 'Bleu_3': 1.0633135882319822e-06, 'Bleu_4': 2.7528465358621208e-09, 'ROUGE_L': 0.2321156773211568, 'CIDEr': 0.0}"
learning to ride < s > how to ride a bicycle < s > the importance of learning,['a kind of learning habit [ sep ] how to ride bikes [ sep ] english learning is the same as riding a bike'],"{'Bleu_1': 0.31845836021963325, 'Bleu_2': 0.20066890473316876, 'Bleu_3': 0.12171902087496385, 'Bleu_4': 1.713187180681348e-05, 'ROUGE_L': 0.2321156773211568, 'CIDEr': 0.0}"
was in charge of the perfume company for many years < s > was born with a very rich mother,['earned more than wertheimer from the perfume company'],"{'Bleu_1': 0.14999999999250005, 'Bleu_2': 0.12565617248106056, 'Bleu_3': 0.09572639770080812, 'Bleu_4': 1.5071676256723404e-05, 'ROUGE_L': 0.23223350253807104, 'CIDEr': 0.0}"
those who are interested in the knowledge society < s > those who are much less skilled than manual workers,['those who have acquired theoretical knowledge through apprenticeship'],"{'Bleu_1': 0.14999999999250005, 'Bleu_2': 0.0888523316593044, 'Bleu_3': 7.597809220569457e-07, 'Bleu_4': 2.253741272145215e-09, 'ROUGE_L': 0.23223350253807104, 'CIDEr': 0.0}"
the education in south korea is much better than that in the koreas . < s > the lessons in south korea are better than those in the other countries . < s > there are more schools in south korea than in the koreas .,"[""hagwons are the source of south korea ' s educational problem . [ sep ] it is the teachers and headmasters who are to blame for the educational problem . [ sep ] private tutoring is not common in singapore .""]","{'Bleu_1': 0.2826086956460303, 'Bleu_2': 0.0792476702271991, 'Bleu_3': 5.22604859137564e-07, 'Bleu_4': 1.3497799374494264e-09, 'ROUGE_L': 0.2322924600152323, 'CIDEr': 0.0}"
an advertisement for a latin musician soraya lamilla < s > the fight for women against cancer < s > the firstannal album of soraya lamilla,['brief biography of the famous latino musician soraya lamilla [ sep ] review of the life of latino musician soraya lamilla [ sep ] story about how latino musician soraya lamilla became famous'],"{'Bleu_1': 0.2350667492872535, 'Bleu_2': 0.14679913787877868, 'Bleu_3': 0.08819354038302299, 'Bleu_4': 1.2286106181968453e-05, 'ROUGE_L': 0.2323177366702938, 'CIDEr': 0.0}"
whether the ice was in the south pole or the north pole < s > how the ice could melt < s > when the ice was melt,['how long the ice age lasted [ sep ] where ice sheets melted during the ice age'],"{'Bleu_1': 0.21428571427806126, 'Bleu_2': 0.12598815766515956, 'Bleu_3': 8.483245476018752e-07, 'Bleu_4': 2.222984955122366e-09, 'ROUGE_L': 0.23246951219512196, 'CIDEr': 0.0}"
to introduce the magazines and their readers < s > to tell the readers how to read the magazines < s > to recommend the magazines to readers,"[""to distinguish their features [ sep ] to arouse people ' s interest in reading teen magazines""]","{'Bleu_1': 0.17857142856505104, 'Bleu_2': 2.5717224992746506e-09, 'Bleu_3': 6.3361427570733414e-12, 'Bleu_4': 3.17602354268941e-13, 'ROUGE_L': 0.23246951219512196, 'CIDEr': 0.0}"
"the more people ask , the more fun andrews gets . < s > andrews was born to be a good sales woman . < s > andrews got a free trip around the world .","['according to the ad , two people could tour the world . [ sep ] andrews kept working even though it was raining heavily outside .']","{'Bleu_1': 0.2777777777700618, 'Bleu_2': 0.1259881576661928, 'Bleu_3': 0.0775759038794191, 'Bleu_4': 1.0906029005474479e-05, 'ROUGE_L': 0.2325708061002179, 'CIDEr': 0.0}"
how to use limited time wisely . < s > how to have a good time in limited time . < s > how to learn about time .,['how to put more things into a jar .'],"{'Bleu_1': 0.1379310344780024, 'Bleu_2': 0.07018624063189625, 'Bleu_3': 5.671701935008253e-07, 'Bleu_4': 1.6275776313020367e-09, 'ROUGE_L': 0.23260247855100094, 'CIDEr': 0.0}"
he had worked hard on an invention before he received the invitation . < s > he had finally got the idea for his island . < s > he found an island with great wonders .,['the island of inventions did not exist . [ sep ] he finally would receive his invitation .'],"{'Bleu_1': 0.2162162162103726, 'Bleu_2': 0.07749842582708927, 'Bleu_3': 5.556985188906214e-07, 'Bleu_4': 1.4988552732319317e-09, 'ROUGE_L': 0.2326764144945963, 'CIDEr': 0.0}"
he found nothing was wrong with the world,['he was offered a better job in a hospital'],"{'Bleu_1': 0.22062422559099293, 'Bleu_2': 5.273927726724911e-09, 'Bleu_3': 1.599349684745656e-11, 'Bleu_4': 9.218141453123176e-13, 'ROUGE_L': 0.232824427480916, 'CIDEr': 0.0}"
how many people suffer from malaria ? < s > what causes the disease to be able to change rapidly ? < s > why is it hard to diagnose malaria ?,['how can we know one is suffering from malaria ? [ sep ] how many people are killed by malaria each year ? [ sep ] why are there so many people suffering from malaria ?'],"{'Bleu_1': 0.30335831024449494, 'Bleu_2': 0.2077967249373468, 'Bleu_3': 0.13644777006763914, 'Bleu_4': 1.6674531090344882e-05, 'ROUGE_L': 0.232824427480916, 'CIDEr': 0.0}"
to tell how to grow a heart - shaped tomato . < s > to help people forget the heart attack . < s > to introduce the british heart foundation .,"[""to advise people to eat tomatoes . [ sep ] to encourage people to buy rod matless ' s tomato . [ sep ] to describe a kind - hearted person - - rod matless .""]","{'Bleu_1': 0.3309363384485399, 'Bleu_2': 0.09706171857836819, 'Bleu_3': 6.519725276457743e-07, 'Bleu_4': 1.7041223409134675e-09, 'ROUGE_L': 0.232824427480916, 'CIDEr': 0.0}"
how to pay off students ' loan < s > the importance of college education < s > college is a long - term investment,"[""when to save for children ' s college costs [ sep ] how much four - year college costs""]","{'Bleu_1': 0.27999999998880004, 'Bleu_2': 3.4156502551803943e-09, 'Bleu_3': 7.975164525246399e-12, 'Bleu_4': 3.8967188122828966e-13, 'ROUGE_L': 0.23300229182582124, 'CIDEr': 0.0}"
everyone has to learn english < s > it is hard to learn to ride a bicycle < s > everyone has to learn english,"[""learning english is like riding a bike [ sep ] we don ' t need to learn it anymore""]","{'Bleu_1': 0.23999999999040003, 'Bleu_2': 0.09999999999591673, 'Bleu_3': 7.575722441330446e-07, 'Bleu_4': 2.108445456815203e-09, 'ROUGE_L': 0.23300229182582124, 'CIDEr': 0.0}"
the comet and weevils were closely linked . < s > mr . bowen ' s music enjoyed the weather in winter when farmers were forced to stay in the house . < s > mr . bowen ' s music was popular with the farmers even though the weather was bad in winter .,"[""the neighbors often dropped in to hear mr . nordyke ' s performance . [ sep ] the farmers knew listening to music would help them avoid being destroyed by halley ' s comet . [ sep ] at that time people loved all sorts of music deeply .""]","{'Bleu_1': 0.3090909090852893, 'Bleu_2': 0.15131299645034668, 'Bleu_3': 7.559484796403296e-07, 'Bleu_4': 1.6977287863592968e-09, 'ROUGE_L': 0.2331952851226505, 'CIDEr': 0.0}"
the old people are admired because of their wisdom . < s > the old are afraid of being looked down upon . < s > most old people prefer to wear gray hair and bright clothes .,['people live longer because of improved medical care . [ sep ] the government finds it difficult to afford the medical bills of the elderly . [ sep ] people use polite expressions when talking about old age .'],"{'Bleu_1': 0.3075876168533801, 'Bleu_2': 0.08998480098858379, 'Bleu_3': 6.028403861501468e-07, 'Bleu_4': 1.5713666907147224e-09, 'ROUGE_L': 0.23322005097706033, 'CIDEr': 0.0}"
they used to travel around with teams of dogs . < s > they have created a new school project for their own child .,"['they settled in canada about 4 , 0 0 0 years ago . [ sep ] dogs could help them pull their baggage when they had to travel years ago . [ sep ] they can teach their own young children according to the new school project .']","{'Bleu_1': 0.19128913970526376, 'Bleu_2': 0.11271820654401679, 'Bleu_3': 0.0603813928544136, 'Bleu_4': 7.946647413712477e-06, 'ROUGE_L': 0.23331916702082448, 'CIDEr': 0.0}"
because amy was rude to him . < s > because amy changed his life after the end of the school year . < s > because amy didn ' t study very hard .,"[""because he was afraid that he wouldn ' t fit in .""]","{'Bleu_1': 0.14285714285306125, 'Bleu_2': 0.06482037235333724, 'Bleu_3': 5.03079207006596e-07, 'Bleu_4': 1.4123416971967373e-09, 'ROUGE_L': 0.23335883703136953, 'CIDEr': 0.0}"
didn ' t like the idea of using mobile phones at all < s > believed they could learn much from the project < s > could move to another school to use mobile phones,['were surprised that they were allowed to use mobile phones in schools'],"{'Bleu_1': 0.14285714285306125, 'Bleu_2': 0.11227217828151305, 'Bleu_3': 0.09141555868773475, 'Bleu_4': 0.06990006728123464, 'ROUGE_L': 0.23335883703136953, 'CIDEr': 0.0}"
he hadn ' t expected pat would come to his own house so early in the morning . < s > he was shocked by the pat ' s foolish action . < s > he was also attracted by the rabbits and birds in the wood .,"[""he wondered why pat didn ' t run away . [ sep ] pat wasn ' t afraid of him . [ sep ] pat had a gun in his hands .""]","{'Bleu_1': 0.22916666666189242, 'Bleu_2': 0.06982754846489585, 'Bleu_3': 4.732586777946994e-07, 'Bleu_4': 1.2388559502196402e-09, 'ROUGE_L': 0.23341836734693874, 'CIDEr': 0.0}"
how to be a successful person < s > eating our best friend,['frustration determines success [ sep ] the importance of frustration to success [ sep ] evaluations of a successful person'],"{'Bleu_1': 0.17958322401654855, 'Bleu_2': 0.13216967417610478, 'Bleu_3': 0.09750046633387782, 'Bleu_4': 1.5250788593563908e-05, 'ROUGE_L': 0.2334928229665072, 'CIDEr': 0.0}"
the causes of yellow fever < s > the causes of yellow fever,['fighting against yellow fever [ sep ] a doctor against yellow fever [ sep ] several theories on yellow fever'],"{'Bleu_1': 0.17958322401654855, 'Bleu_2': 0.13216967417610478, 'Bleu_3': 9.750046633387785e-07, 'Bleu_4': 2.7120163342791156e-09, 'ROUGE_L': 0.2334928229665072, 'CIDEr': 0.0}"
chinese is becoming a growing power in the world . < s > the history of the confucius institute in texas . < s > how to learn mandarin well .,['confucius institutes have been established in many states in america . [ sep ] china now is becoming a growing power .'],"{'Bleu_1': 0.3225806451508845, 'Bleu_2': 0.20739033893928357, 'Bleu_3': 0.16447507755428034, 'Bleu_4': 0.13351899845059073, 'ROUGE_L': 0.23356732610082961, 'CIDEr': 0.0}"
wars wanted to get the land by the river vistula < s > wars had to fight against sawa because sawa was a bad girl < s > the girl sawa didn ' t marry him,['wars lived in a big house near the river vistula before he met sawa [ sep ] sawa was kind but not pretty [ sep ] sawa gave wars nothing but a sword'],"{'Bleu_1': 0.2777777777700618, 'Bleu_2': 0.15430334995774453, 'Bleu_3': 0.08880224204971929, 'Bleu_4': 1.2069505116085885e-05, 'ROUGE_L': 0.23371647509578541, 'CIDEr': 0.0}"
